,Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,cLI,Streak,Orig. Scheduled,Year
37,"Wednesday, May 18",STL,@,NYM,L,4.0,11.0,9.0,20-17,2.0,3.5,Scherzer,Walsh,None,3:29,N,1.17,-1,,2022
38,"Thursday, May 19",STL,@,NYM,L-wo,6.0,7.0,10.0,20-18,2.0,4.0,Holderman,Gallegos,None,3:41,D,1.15,-2,,2022
39,"Friday, May 20",STL,@,PIT,W,5.0,3.0,9.0,21-18,2.0,4.0,Wainwright,Thompson,Gallegos,3:38,N,1.08,1,,2022
40,"Saturday, May 21",STL,@,PIT,W,5.0,4.0,9.0,22-18,2.0,4.0,VerHagen,Quintana,Helsley,3:19,N,1.14,2,,2022
41,"Sunday, May 22",STL,@,PIT,W,18.0,4.0,9.0,23-18,2.0,3.0,Rondón,Wilson,None,3:19,D,1.14,3,,2022
42,"Monday, May 23",STL,Home,TOR,W-wo,7.0,3.0,10.0,24-18,2.0,2.0,Cabrera,Phelps,None,3:21,N,1.12,4,,2022
43,"Tuesday, May 24",STL,Home,TOR,L,1.0,8.0,9.0,24-19,2.0,3.0,Gausman,Hicks,None,3:30,N,1.14,-1,,2022
44,"Thursday, May 26",STL,Home,MIL,L,3.0,4.0,9.0,24-20,2.0,4.5,Lauer,Wainwright,Hader,3:21,N,1.32,-2,,2022
45,"Friday, May 27",STL,Home,MIL,W,4.0,2.0,9.0,25-20,2.0,3.5,VerHagen,Woodruff,Helsley,2:54,N,1.30,1,,2022
46,"Saturday, May 28",STL,Home,MIL,W,8.0,3.0,9.0,26-20,2.0,2.5,Liberatore,Houser,None,2:45,D,1.32,2,,2022
47,"Sunday, May 29",STL,Home,MIL,L,0.0,8.0,9.0,26-21,2.0,3.5,Burnes,Mikolas,None,2:48,D,1.34,-1,,2022
48,"Monday, May 30",STL,Home,SDP,W,6.0,3.0,9.0,27-21,2.0,4.0,Pallante,Martinez,None,3:33,D,1.11,1,,2022
49,"Tuesday, May 31",STL,Home,SDP,W-wo,3.0,2.0,10.0,28-21,2.0,3.0,VerHagen,Rogers,None,3:37,N,1.16,2,,2022
50,"Wednesday, Jun 1",STL,Home,SDP,W,5.0,2.0,9.0,29-21,2.0,2.0,Hudson,Darvish,Wittgren,2:43,D,1.21,3,,2022
51,"Thursday, Jun 2",STL,@,CHC,L,5.0,7.0,9.0,29-22,2.0,3.0,Thompson,Liberatore,None,3:04,N,1.17,-1,,2022
52,"Friday, Jun 3",STL,@,CHC,W,14.0,5.0,9.0,30-22,2.0,2.0,Mikolas,Stroman,Thompson,3:14,D,1.21,1,,2022
53,"Saturday, Jun 4 (1)",STL,@,CHC,L,1.0,6.0,9.0,30-23,2.0,1.5,Swarmer,Oviedo,None,3:05,D,1.20,-1,,2022
54,"Saturday, Jun 4 (2)",STL,@,CHC,W,7.0,4.0,10.0,31-23,2.0,1.5,Gallegos,Rucker,None,4:11,N,1.16,1,,2022
55,"Sunday, Jun 5",STL,@,CHC,W,5.0,3.0,11.0,32-23,2.0,0.5,Cabrera,Norris,None,3:44,N,1.19,2,,2022
56,"Tuesday, Jun 7",STL,@,TBR,L-wo,2.0,4.0,10.0,32-24,2.0,0.5,Poche,VerHagen,None,3:13,N,1.18,-1,,2022
57,"Wednesday, Jun 8",STL,@,TBR,L,3.0,11.0,9.0,32-25,2.0,0.5,Kluber,Naughton,None,3:11,N,1.19,-2,,2022
58,"Thursday, Jun 9",STL,@,TBR,L,1.0,2.0,9.0,32-26,2.0,0.5,McClanahan,Mikolas,Adam,1:54,D,1.15,-3,,2022
59,"Friday, Jun 10",STL,Home,CIN,W,2.0,0.0,9.0,33-26,1.0,up 0.5,Pallante,Castillo,Helsley,2:47,N,1.17,1,,2022
60,"Saturday, Jun 11",STL,Home,CIN,W-wo,5.0,4.0,9.0,34-26,1.0,up 1.5,Wittgren,Kuhnel,None,3:10,D,1.15,2,,2022
61,"Sunday, Jun 12",STL,Home,CIN,L,6.0,7.0,9.0,34-27,1.0,up 0.5,Hoffman,Hudson,Díaz,3:12,D,1.20,-1,,2022
62,"Monday, Jun 13",STL,Home,PIT,W,7.0,5.0,9.0,35-27,1.0,up 1.0,Gallegos,Stratton,Helsley,3:07,N,1.21,1,,2022
63,"Tuesday, Jun 14 (1)",STL,Home,PIT,W,3.0,1.0,9.0,36-27,1.0,up 2.5,Liberatore,Brubaker,Gallegos,2:56,D,1.22,2,2022-04-11 (Rain),2022
64,"Tuesday, Jun 14 (2)",STL,Home,PIT,W,9.0,1.0,9.0,37-27,1.0,up 2.5,Mikolas,Wilson,None,2:48,N,1.25,3,,2022
65,"Wednesday, Jun 15",STL,Home,PIT,L,4.0,6.0,9.0,37-28,1.0,up 1.5,Crowe,Pallante,Bednar,3:14,N,1.23,-1,,2022
66,"Friday, Jun 17",STL,@,BOS,L,5.0,6.0,9.0,37-29,1.0,up 1.0,Wacha,Wainwright,Houck,3:05,N,1.14,-2,,2022
67,"Saturday, Jun 18",STL,@,BOS,W,11.0,2.0,9.0,38-29,1.0,up 1.0,Hudson,Crawford,None,3:28,N,1.16,1,,2022
68,"Sunday, Jun 19",STL,@,BOS,L,4.0,6.0,9.0,38-30,1.0,Tied,Pivetta,Pallante,Houck,3:13,D,1.18,-1,,2022
69,"Monday, Jun 20",STL,@,MIL,L,0.0,2.0,9.0,38-31,2.0,1.0,Burnes,Mikolas,Hader,2:46,N,1.50,-2,,2022
70,"Tuesday, Jun 21",STL,@,MIL,W,6.0,2.0,9.0,39-31,1.0,Tied,Thompson,González,None,3:13,N,1.49,1,,2022
71,"Wednesday, Jun 22",STL,@,MIL,W,5.0,4.0,9.0,40-31,1.0,up 1.0,Oviedo,Lauer,Cabrera,3:06,N,1.48,2,,2022
72,"Thursday, Jun 23",STL,@,MIL,L,4.0,6.0,9.0,40-32,1.0,Tied,Alexander,Hudson,Hader,3:01,D,1.51,-1,,2022
73,"Friday, Jun 24",STL,Home,CHC,L,0.0,3.0,9.0,40-33,1.0,Tied,Hendricks,Pallante,Robertson,2:43,N,1.17,-2,,2022
74,"Saturday, Jun 25",STL,Home,CHC,W,5.0,3.0,9.0,41-33,1.0,Tied,Helsley,Leiter,None,3:22,D,1.12,1,,2022
75,"Sunday, Jun 26",STL,Home,CHC,L,5.0,6.0,10.0,41-34,2.0,1.0,Robertson,Thompson,None,3:50,D,1.18,-1,,2022
76,"Monday, Jun 27",STL,Home,MIA,W,9.0,0.0,9.0,42-34,2.0,0.5,Wainwright,López,None,2:40,N,1.15,1,,2022
77,"Tuesday, Jun 28",STL,Home,MIA,W,5.0,3.0,9.0,43-34,2.0,0.5,Hudson,Garrett,Helsley,3:01,N,1.22,2,,2022
78,"Wednesday, Jun 29",STL,Home,MIA,L,3.0,4.0,9.0,43-35,2.0,1.5,Alcantara,Helsley,None,2:35,N,1.24,-1,,2022
79,"Friday, Jul 1",STL,@,PHI,L,3.0,5.0,9.0,43-36,2.0,2.0,Alvarado,Mikolas,Hand,3:20,N,1.28,-2,,2022
80,"Saturday, Jul 2",STL,@,PHI,W,7.0,6.0,9.0,44-36,2.0,1.0,Helsley,Domínguez,None,4:05,D,1.27,1,,2022
81,"Sunday, Jul 3",STL,@,PHI,L,0.0,4.0,9.0,44-37,2.0,2.0,Wheeler,Wainwright,None,3:03,N,1.30,-1,,2022
82,"Monday, Jul 4",STL,@,ATL,L,3.0,6.0,9.0,44-38,2.0,3.0,O'Day,Hudson,Smith,3:01,N,1.27,-2,,2022
83,"Tuesday, Jul 5",STL,@,ATL,L,1.0,7.0,9.0,44-39,2.0,3.0,Anderson,Pallante,None,3:07,N,1.23,-3,,2022
84,"Wednesday, Jul 6",STL,@,ATL,L,0.0,3.0,9.0,44-40,2.0,3.0,Fried,Mikolas,Minter,2:32,N,1.18,-4,,2022
85,"Thursday, Jul 7",STL,@,ATL,W,3.0,2.0,11.0,45-40,2.0,2.5,Helsley,Matzek,Naughton,3:50,N,1.16,1,,2022
86,"Friday, Jul 8",STL,Home,PHI,L,0.0,2.0,9.0,45-41,2.0,3.5,Wheeler,Wainwright,Hand,2:23,N,1.19,-1,,2022
87,"Saturday, Jul 9",STL,Home,PHI,L,0.0,1.0,9.0,45-42,2.0,3.5,Alvarado,Gallegos,Knebel,2:58,D,1.17,-2,,2022
88,"Sunday, Jul 10",STL,Home,PHI,W,4.0,3.0,9.0,46-42,2.0,2.5,Hicks,Domínguez,Helsley,3:09,D,1.06,1,,2022
89,"Monday, Jul 11",STL,Home,PHI,W,6.0,1.0,9.0,47-42,2.0,2.0,Mikolas,Nola,None,2:41,N,1.14,2,,2022
90,"Tuesday, Jul 12",STL,Home,LAD,W,7.0,6.0,9.0,48-42,2.0,2.0,Oviedo,White,Gallegos,3:28,N,1.10,3,,2022
91,"Wednesday, Jul 13",STL,Home,LAD,L,6.0,7.0,9.0,48-43,2.0,2.0,Kimbrel,Gallegos,Phillips,3:46,N,1.16,-1,,2022
92,"Thursday, Jul 14",STL,Home,LAD,L,0.0,4.0,9.0,48-44,2.0,3.0,Anderson,Hudson,None,3:00,N,1.10,-2,,2022
93,"Friday, Jul 15",STL,Home,CIN,W,7.0,3.0,9.0,49-44,2.0,2.0,Pallante,Greene,Helsley,3:33,N,1.00,1,,2022
94,"Saturday, Jul 16",STL,Home,CIN,W,11.0,3.0,9.0,50-44,2.0,1.0,Mikolas,Lodolo,None,3:20,D,1.01,2,,2022
95,"Friday, Jul 22",STL,@,CIN,L,5.0,9.0,9.0,50-45,2.0,1.5,Sanmartin,Wainwright,None,3:21,N,1.00,-1,,2022
96,"Saturday, Jul 23",STL,@,CIN,W,6.0,3.0,9.0,51-45,2.0,1.5,Matz,Minor,Helsley,3:27,N,.99,1,,2022
97,"Sunday, Jul 24",STL,@,CIN,L,3.0,6.0,9.0,51-46,2.0,2.5,Mahle,Mikolas,Strickland,2:44,D,.99,-1,,2022
98,"Tuesday, Jul 26",STL,@,TOR,L,3.0,10.0,9.0,51-47,2.0,3.0,Mayza,Hicks,None,3:14,N,.99,-2,,2022
99,"Wednesday, Jul 27",STL,@,TOR,W,6.0,1.0,9.0,52-47,2.0,3.0,Wainwright,Gausman,None,2:57,N,.98,1,,2022
100,"Friday, Jul 29",STL,@,WSN,W,6.0,2.0,9.0,53-47,2.0,3.0,Mikolas,Sánchez,None,2:42,N,.97,2,,2022
101,"Saturday, Jul 30",STL,@,WSN,L,6.0,7.0,9.0,53-48,2.0,4.0,Ramírez,Cabrera,Finnegan,3:18,N,.97,-1,,2022
102,"Sunday, Jul 31",STL,@,WSN,W,5.0,0.0,9.0,54-48,2.0,3.0,Pallante,Gray,None,2:50,D,.93,1,,2022
103,"Tuesday, Aug 2",STL,Home,CHC,W,6.0,0.0,9.0,55-48,2.0,2.0,Wainwright,Thompson,None,2:37,N,.94,2,,2022
104,"Thursday, Aug 4 (1)",STL,Home,CHC,W-wo,4.0,3.0,9.0,56-48,1.0,Tied,Helsley,Uelmen,None,2:51,D,.94,3,2022-08-03 (Rain),2022
105,"Thursday, Aug 4 (2)",STL,Home,CHC,W,7.0,2.0,9.0,57-48,1.0,Tied,Hicks,Castro,None,3:08,N,.92,4,,2022
106,"Friday, Aug 5",STL,Home,NYY,W,4.0,3.0,9.0,58-48,1.0,Tied,Pallante,Holmes,Helsley,3:19,N,.91,5,,2022
107,"Saturday, Aug 6",STL,Home,NYY,W,1.0,0.0,9.0,59-48,1.0,up 1.0,Montgomery,Germán,Gallegos,3:06,N,.92,6,,2022
108,"Sunday, Aug 7",STL,Home,NYY,W,12.0,9.0,9.0,60-48,1.0,up 2.0,Stratton,Abreu,Helsley,4:25,D,.86,7,,2022
109,"Tuesday, Aug 9",STL,@,COL,L,5.0,16.0,9.0,60-49,1.0,up 1.0,Feltner,Mikolas,None,3:05,N,.80,-1,,2022
110,"Wednesday, Aug 10",STL,@,COL,W,9.0,5.0,9.0,61-49,1.0,up 1.0,Quintana,Freeland,None,3:21,N,.86,1,,2022
111,"Thursday, Aug 11",STL,@,COL,L,6.0,8.0,9.0,61-50,1.0,up 0.5,Gilbreath,Hicks,Bard,3:15,D,.88,-1,,2022
112,"Friday, Aug 12",STL,Home,MIL,W,3.0,1.0,9.0,62-50,1.0,up 1.5,Montgomery,Lauer,Helsley,2:53,N,1.31,1,,2022
113,"Saturday, Aug 13",STL,Home,MIL,L,2.0,3.0,10.0,62-51,1.0,up 0.5,Williams,Gallegos,Bush,3:01,N,1.34,-1,,2022
114,"Sunday, Aug 14",STL,Home,MIL,W,6.0,3.0,9.0,63-51,1.0,up 1.5,Mikolas,Rogers,None,2:17,D,1.32,1,,2022
115,"Tuesday, Aug 16",STL,Home,COL,W-wo,5.0,4.0,9.0,64-51,1.0,up 2.0,Helsley,Lamet,None,3:08,N,.81,2,,2022
116,"Wednesday, Aug 17",STL,Home,COL,W,5.0,1.0,9.0,65-51,1.0,up 3.0,Montgomery,Márquez,None,3:06,N,.79,3,,2022
117,"Thursday, Aug 18",STL,Home,COL,W,13.0,0.0,9.0,66-51,1.0,up 3.0,Wainwright,Senzatela,None,2:45,D,.74,4,,2022
118,"Friday, Aug 19",STL,@,ARI,W,5.0,1.0,9.0,67-51,1.0,up 4.0,Mikolas,Henry,None,2:52,N,.70,5,,2022
119,"Saturday, Aug 20",STL,@,ARI,W,16.0,7.0,9.0,68-51,1.0,up 5.0,Cabrera,Bumgarner,None,3:43,N,.60,6,,2022
120,"Sunday, Aug 21",STL,@,ARI,W,6.0,4.0,9.0,69-51,1.0,up 5.0,Woodford,Mantiply,Gallegos,3:35,D,.52,7,,2022
121,"Monday, Aug 22",STL,@,CHC,W,1.0,0.0,9.0,70-51,1.0,up 5.0,Montgomery,Smyly,None,2:16,N,.49,8,,2022
122,"Tuesday, Aug 23 (1)",STL,@,CHC,L,0.0,2.0,9.0,70-52,1.0,up 5.5,Rucker,Wainwright,Hughes,3:09,D,.50,-1,,2022
123,"Tuesday, Aug 23 (2)",STL,@,CHC,W,13.0,3.0,9.0,71-52,1.0,up 5.5,Woodford,Sampson,None,3:15,N,.53,1,,2022
124,"Wednesday, Aug 24",STL,@,CHC,L,1.0,7.0,9.0,71-53,1.0,up 5.5,Wick,Mikolas,None,2:46,N,.45,-1,,2022
125,"Thursday, Aug 25",STL,@,CHC,W,8.0,3.0,9.0,72-53,1.0,up 6.0,Hudson,Stroman,None,2:52,D,.44,1,,2022
126,"Friday, Aug 26",STL,Home,ATL,L,4.0,11.0,9.0,72-54,1.0,up 6.0,Strider,Quintana,None,3:43,N,.39,-1,,2022
127,"Saturday, Aug 27",STL,Home,ATL,W-wo,6.0,5.0,9.0,73-54,1.0,up 6.0,Helsley,Jansen,None,3:20,N,.38,1,,2022
128,"Sunday, Aug 28",STL,Home,ATL,W,6.0,3.0,9.0,74-54,1.0,up 6.0,Helsley,Minter,Gallegos,3:06,N,.38,2,,2022
129,"Monday, Aug 29",STL,@,CIN,W,13.0,4.0,9.0,75-54,1.0,up 6.0,Stratton,Anderson,None,3:01,N,.36,3,,2022
130,"Tuesday, Aug 30",STL,@,CIN,L,1.0,5.0,9.0,75-55,1.0,up 6.0,Law,Hudson,None,2:33,N,.35,-1,,2022
131,"Wednesday, Aug 31",STL,@,CIN,W,5.0,3.0,13.0,76-55,1.0,up 6.0,Pallante,Anderson,None,4:48,N,.38,1,,2022
132,"Friday, Sep 2",STL,Home,CHC,W,8.0,0.0,9.0,77-55,1.0,up 7.5,Montgomery,Sampson,None,3:06,N,.32,2,,2022
133,"Saturday, Sep 3",STL,Home,CHC,W,8.0,4.0,9.0,78-55,1.0,up 7.5,Wainwright,Smyly,None,3:02,N,.26,3,,2022
134,"Sunday, Sep 4",STL,Home,CHC,W,2.0,0.0,9.0,79-55,1.0,up 8.5,Mikolas,Hughes,Helsley,2:22,D,.26,4,,2022
135,"Monday, Sep 5",STL,Home,WSN,L,0.0,6.0,9.0,79-56,1.0,up 7.5,Sánchez,Flaherty,Thompson,3:05,D,.24,-1,,2022
136,"Tuesday, Sep 6",STL,Home,WSN,W,4.0,1.0,9.0,80-56,1.0,up 8.5,Quintana,Espino,Helsley,2:49,N,.23,1,,2022
137,"Wednesday, Sep 7",STL,Home,WSN,W-wo,6.0,5.0,9.0,81-56,1.0,up 9.5,Woodford,Finnegan,None,3:18,N,.21,2,,2022
138,"Thursday, Sep 8",STL,Home,WSN,L,6.0,11.0,9.0,81-57,1.0,up 8.0,Thompson,Pallante,None,3:57,D,.17,-1,,2022
139,"Friday, Sep 9",STL,@,PIT,L,2.0,8.0,9.0,81-58,1.0,up 8.0,Contreras,Mikolas,None,3:12,N,.17,-2,,2022
140,"Saturday, Sep 10",STL,@,PIT,W,7.0,5.0,9.0,82-58,1.0,up 8.0,Gallegos,Crowe,Helsley,3:14,N,.16,1,,2022
141,"Sunday, Sep 11",STL,@,PIT,W,4.0,3.0,9.0,83-58,1.0,up 8.0,Stratton,De Jong,Helsley,2:40,D,.14,2,,2022
142,"Tuesday, Sep 13",STL,Home,MIL,L,4.0,8.0,9.0,83-59,1.0,up 7.0,Perdomo,Montgomery,None,3:07,N,.20,-1,,2022
143,"Wednesday, Sep 14",STL,Home,MIL,W,4.0,1.0,9.0,84-59,1.0,up 8.0,Wainwright,Burnes,Helsley,3:10,N,.24,1,,2022
144,"Thursday, Sep 15",STL,Home,CIN,L,2.0,3.0,9.0,84-60,1.0,up 7.5,Anderson,Mikolas,Díaz,2:45,N,.19,-1,,2022
145,"Friday, Sep 16",STL,Home,CIN,W,6.0,5.0,9.0,85-60,1.0,up 7.5,Stratton,Gibaut,Helsley,3:17,N,.13,1,,2022
146,"Saturday, Sep 17 (1)",STL,Home,CIN,W,5.0,1.0,9.0,86-60,1.0,up 8.0,Hudson,Minor,None,2:45,D,.11,2,2022-07-17 (Rain),2022
147,"Saturday, Sep 17 (2)",STL,Home,CIN,W-wo,1.0,0.0,11.0,87-60,1.0,up 8.0,Matz,Cruz,None,3:11,N,.11,3,,2022
148,"Sunday, Sep 18",STL,Home,CIN,L,0.0,3.0,9.0,87-61,1.0,up 8.0,Cessa,Montgomery,Farmer,2:50,D,.09,-1,,2022
149,"Tuesday, Sep 20",STL,@,SDP,L,0.0,5.0,9.0,87-62,1.0,up 8.5,Clevinger,Wainwright,None,2:56,N,.04,-2,,2022
150,"Wednesday, Sep 21",STL,@,SDP,L,0.0,1.0,9.0,87-63,1.0,up 7.5,Snell,Mikolas,Hader,2:55,N,.03,-3,,2022
151,"Thursday, Sep 22",STL,@,SDP,W,5.0,4.0,9.0,88-63,1.0,up 7.5,Flaherty,Martinez,Gallegos,3:03,D,.04,1,,2022
152,"Friday, Sep 23",STL,@,LAD,W,11.0,0.0,9.0,89-63,1.0,up 7.5,Quintana,Heaney,None,2:57,N,.04,2,,2022
153,"Saturday, Sep 24",STL,@,LAD,L,2.0,6.0,9.0,89-64,1.0,up 6.5,Kershaw,Montgomery,None,2:50,N,.02,-1,,2022
154,"Sunday, Sep 25",STL,@,LAD,L,1.0,4.0,9.0,89-65,1.0,up 6.5,Grove,Wainwright,Jackson,2:48,D,.03,-2,,2022
155,"Tuesday, Sep 27",STL,@,MIL,W,6.0,2.0,9.0,90-65,1.0,up 7.5,Mikolas,Houser,None,3:13,N,.02,1,,2022
156,"Wednesday, Sep 28",STL,@,MIL,L,1.0,5.0,9.0,90-66,1.0,up 6.5,Woodruff,Quintana,None,3:31,N,.01,-1,,2022
157,"Friday, Sep 30",STL,Home,PIT,W,2.0,1.0,9.0,91-66,1.0,up 7.0,Flaherty,Oviedo,Helsley,3:01,N,.01,1,,2022
158,"Saturday, Oct 1",STL,Home,PIT,W,13.0,3.0,9.0,92-66,1.0,up 8.0,Montgomery,Ortiz,None,3:01,N,.01,2,,2022
159,"Sunday, Oct 2",STL,Home,PIT,L,5.0,7.0,9.0,92-67,1.0,up 8.0,De Jong,Wainwright,Bednar,3:18,D,.01,-1,,2022
160,"Monday, Oct 3",STL,@,PIT,L-wo,2.0,3.0,9.0,92-68,1.0,up 7.0,Ramírez,Gallegos,None,3:10,N,.01,-2,,2022
161,"Tuesday, Oct 4",STL,@,PIT,W,8.0,7.0,10.0,93-68,1.0,up 7.0,Stratton,De Jong,None,3:53,N,.02,1,,2022
162,"Wednesday, Oct 5",STL,@,PIT,L,3.0,5.0,9.0,93-69,1.0,up 7.0,Banuelos,Liberatore,Ramírez,2:42,D,.01,-1,,2022
1,"Thursday, Apr 1",STL,@,CIN,W,11.0,6.0,9.0,1-0,1.0,Tied,Gallegos,Castillo,None,3:31,D,1.08,1,,2021
2,"Saturday, Apr 3",STL,@,CIN,L,6.0,9.0,9.0,1-1,1.0,Tied,Mahle,Wainwright,None,3:24,D,1.09,-1,,2021
3,"Sunday, Apr 4",STL,@,CIN,L,1.0,12.0,9.0,1-2,3.0,1.0,Hoffman,Martínez,None,3:00,D,1.08,-2,,2021
4,"Monday, Apr 5",STL,@,MIA,W,4.0,1.0,9.0,2-2,3.0,1.0,Ponce de Leon,Rogers,Reyes,3:09,N,.95,1,,2021
5,"Tuesday, Apr 6",STL,@,MIA,W,4.0,2.0,9.0,3-2,2.0,1.0,Helsley,Alcantara,Reyes,3:43,N,1.00,2,,2021
6,"Wednesday, Apr 7",STL,@,MIA,W,7.0,0.0,9.0,4-2,2.0,1.0,Flaherty,López,None,3:10,D,1.04,3,,2021
7,"Thursday, Apr 8",STL,Home,MIL,W,3.0,1.0,9.0,5-2,2.0,0.5,Gallegos,Rasmussen,Reyes,3:05,D,1.15,4,,2021
8,"Saturday, Apr 10",STL,Home,MIL,L,5.0,9.0,9.0,5-3,2.0,1.0,Houser,Martínez,None,3:43,D,1.19,-1,,2021
9,"Sunday, Apr 11",STL,Home,MIL,L,3.0,9.0,9.0,5-4,2.0,1.0,Anderson,Ponce de Leon,None,3:04,D,1.18,-2,,2021
10,"Monday, Apr 12",STL,Home,WSN,L,2.0,5.0,9.0,5-5,3.0,2.0,Finnegan,Gant,Hand,3:20,N,.99,-3,,2021
11,"Tuesday, Apr 13",STL,Home,WSN,W,14.0,3.0,9.0,6-5,2.0,1.0,Flaherty,Strasburg,None,3:24,N,.94,1,,2021
12,"Wednesday, Apr 14",STL,Home,WSN,L,0.0,6.0,9.0,6-6,3.0,1.0,Ross,Wainwright,None,3:11,D,.99,-1,,2021
13,"Friday, Apr 16",STL,@,PHI,L,2.0,9.0,9.0,6-7,3.0,2.0,Eflin,Martínez,None,2:34,N,.97,-2,,2021
14,"Saturday, Apr 17",STL,@,PHI,W,9.0,4.0,9.0,7-7,3.0,2.0,Helsley,Moore,None,3:54,D,.96,1,,2021
15,"Sunday, Apr 18",STL,@,PHI,L,0.0,2.0,9.0,7-8,3.0,2.0,Nola,Gant,None,2:34,D,.98,-1,,2021
16,"Monday, Apr 19",STL,@,WSN,W,12.0,5.0,9.0,8-8,3.0,1.5,Flaherty,Ross,None,3:11,N,.96,1,,2021
17,"Tuesday, Apr 20",STL,@,WSN,L,2.0,3.0,9.0,8-9,3.0,2.0,Hudson,Gallegos,Hand,2:51,N,1.01,-1,,2021
18,"Wednesday, Apr 21",STL,@,WSN,L,0.0,1.0,9.0,8-10,4.0,3.0,Scherzer,Martínez,Hand,3:01,D,.92,-2,,2021
19,"Friday, Apr 23",STL,Home,CIN,W,5.0,4.0,9.0,9-10,3.0,2.0,Kim,Gray,Reyes,3:15,N,.99,1,,2021
20,"Saturday, Apr 24",STL,Home,CIN,W,2.0,0.0,9.0,10-10,2.0,2.0,Gant,Miley,Gallegos,2:33,D,1.09,2,,2021
21,"Sunday, Apr 25",STL,Home,CIN,W,5.0,2.0,9.0,11-10,2.0,2.0,Flaherty,Castillo,Reyes,2:49,D,1.12,3,,2021
22,"Monday, Apr 26",STL,Home,PHI,L,1.0,2.0,9.0,11-11,2.0,2.0,Wheeler,Wainwright,Neris,2:22,N,1.05,-1,,2021
23,"Tuesday, Apr 27",STL,Home,PHI,W,5.0,2.0,9.0,12-11,2.0,2.0,Martínez,Eflin,Reyes,2:42,N,.99,1,,2021
24,"Wednesday, Apr 28",STL,Home,PHI,L,3.0,5.0,9.0,12-12,2.0,2.0,Kintzler,Cabrera,Neris,3:19,N,1.02,-1,,2021
25,"Thursday, Apr 29",STL,Home,PHI,W-wo,4.0,3.0,10.0,13-12,2.0,2.0,Reyes,Hale,None,3:10,D,1.04,1,,2021
26,"Friday, Apr 30",STL,@,PIT,W,7.0,3.0,9.0,14-12,2.0,2.0,Gant,Brubaker,None,3:19,N,1.17,2,,2021
27,"Saturday, May 1",STL,@,PIT,W,12.0,5.0,9.0,15-12,2.0,2.0,Flaherty,Cahill,None,3:43,N,1.22,3,,2021
28,"Sunday, May 2",STL,@,PIT,W,3.0,0.0,9.0,16-12,2.0,1.0,Martínez,Crowe,Reyes,2:41,D,1.26,4,,2021
29,"Monday, May 3",STL,Home,NYM,W,6.0,5.0,9.0,17-12,1.0,Tied,Wainwright,Lucchesi,Reyes,3:20,N,1.21,5,,2021
30,"Wednesday, May 5 (1)",STL,Home,NYM,W,4.0,1.0,7.0,18-12,1.0,up 1.0,Helsley,Stroman,Reyes,2:28,D,1.25,6,2021-05-04 (Rain),2021
31,"Wednesday, May 5 (2)",STL,Home,NYM,L,2.0,7.0,7.0,18-13,1.0,up 1.0,Yamamoto,Oviedo,None,2:40,N,1.27,-1,,2021
32,"Thursday, May 6",STL,Home,NYM,L,1.0,4.0,9.0,18-14,1.0,up 1.0,Walker,Gant,Díaz,3:19,D,1.25,-2,,2021
33,"Friday, May 7",STL,Home,COL,W,5.0,0.0,9.0,19-14,1.0,up 2.0,Flaherty,Gomber,None,2:42,N,1.19,1,,2021
34,"Saturday, May 8",STL,Home,COL,W,9.0,8.0,9.0,20-14,1.0,up 2.0,Martínez,González,Reyes,3:39,D,1.22,2,,2021
35,"Sunday, May 9",STL,Home,COL,W,2.0,0.0,9.0,21-14,1.0,up 2.0,Wainwright,Márquez,Helsley,2:48,D,1.29,3,,2021
36,"Tuesday, May 11",STL,@,MIL,W,6.0,1.0,11.0,22-14,1.0,up 3.0,Reyes,Boxberger,None,3:55,N,1.50,4,,2021
37,"Wednesday, May 12",STL,@,MIL,L,1.0,4.0,9.0,22-15,1.0,up 2.0,Williams,Helsley,Hader,3:07,N,1.56,-1,,2021
38,"Thursday, May 13",STL,@,MIL,W,2.0,0.0,9.0,23-15,1.0,up 3.0,Flaherty,Burnes,Reyes,3:31,D,1.61,1,,2021
39,"Friday, May 14",STL,@,SDP,L,4.0,5.0,9.0,23-16,1.0,up 3.0,Musgrove,Oviedo,Melancon,4:08,N,1.32,-1,,2021
40,"Saturday, May 15",STL,@,SDP,L,3.0,13.0,9.0,23-17,1.0,up 3.0,Díaz,Wainwright,None,3:31,N,1.37,-2,,2021
41,"Sunday, May 16",STL,@,SDP,L,3.0,5.0,9.0,23-18,1.0,up 2.0,Lamet,Kim,Melancon,3:32,D,1.35,-3,,2021
42,"Tuesday, May 18",STL,Home,PIT,W,5.0,2.0,9.0,24-18,1.0,up 2.5,Gant,Brubaker,Reyes,2:53,N,1.40,1,,2021
43,"Wednesday, May 19",STL,Home,PIT,W,8.0,5.0,9.0,25-18,1.0,up 3.5,Flaherty,Cahill,Reyes,3:46,N,1.37,2,,2021
44,"Friday, May 21",STL,Home,CHC,L,3.0,12.0,9.0,25-19,1.0,up 2.0,Hendricks,Helsley,None,3:17,N,1.58,-1,,2021
45,"Saturday, May 22",STL,Home,CHC,W,2.0,1.0,9.0,26-19,1.0,up 3.0,Cabrera,Alzolay,Reyes,2:47,N,1.59,1,,2021
46,"Sunday, May 23",STL,Home,CHC,L,1.0,2.0,10.0,26-20,1.0,up 2.0,Kimbrel,Reyes,None,3:38,N,1.60,-1,,2021
